Display Name,Family,Subfamily,Pref. Family,Pref. Subfamily,Version,Vendor ID,Styles,Width,Weight,Blocks,Characters,Glyphs
AR Roman1 FS Light (Regular),AR Roman1 FS Light,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),300 (Light),2,98,256
AR Roman1 FS Medium (Regular),AR Roman1 FS Medium,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),500 (Medium),2,98,256
AR Roman1 Heavy (Heavy),AR Roman1 Heavy,Heavy,,,Version 2.10,ARPH,Regular,5 (Medium),900 (Black),2,98,256
AR Roman1 Kai Bold (Regular),AR Roman1 Kai Bold,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),700 (Bold),2,98,256
AR Roman1 Kai Light (Regular),AR Roman1 Kai Light,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),300 (Light),2,98,256
AR Roman1 Kai Medium (Regular),AR Roman1 Kai Medium,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),500 (Medium),2,98,256
AR Roman1 Light (Regular),AR Roman1 Light,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),300 (Light),2,98,256
AR Roman1 Medium (Regular),AR Roman1 Medium,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),500 (Medium),2,98,256
AR Roman1 SHS Light (Regular),AR Roman1 SHS Light,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),300 (Light),2,98,256
AR Roman2 Euro Black (Regular),AR Roman2 Euro Black,Regular,,,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),8,269,433
AR Roman2 Ultra (Regular),AR Roman2 Ultra,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),900 (Black),2,98,256
AR Script1 Bold (Regular),AR Script1 Bold,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),700 (Bold),2,98,256
AR Script1 Light (Regular),AR Script1 Light,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),300 (Light),2,98,256
AR Script2 Medium (Regular),AR Script2 Medium,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),500 (Medium),2,98,256
AR Script3 Bold (Regular),AR Script3 Bold,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),700 (Bold),2,98,256
AR Script5 Bold (Regular),AR Script5 Bold,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),700 (Bold),2,98,256
AR Script6 Bold (Regular),AR Script6 Bold,Regular,,,Version 2.10,ARPH,Regular,5 (Medium),700 (Bold),2,98,256
AR ShangHaiSongB5 LT (Regular),AR ShangHaiSongB5 LT,Regular,AR ShangHaiSongB5,Light,Version 1.00,ARPH,Regular,5 (Medium),300 (Light),31,14266,14148
AR SheiDeZiB5 MD (Regular),AR SheiDeZiB5 MD,Regular,AR SheiDeZiB5,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),31,14266,14148
AR ShuiGuanB5 BD (Regular),AR ShuiGuanB5 BD,Regular,AR ShuiGuanB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR ShuLinMingB5 BD (Regular),AR ShuLinMingB5 BD,Regular,AR ShuLinMingB5,Bold,Version 1.20 - This font set is licensed to 誠品股份有限公司 only,ARPH,Regular,5 (Medium),700 (Bold),32,14283,13986
AR ShuLinMingB5 EB (Regular),AR ShuLinMingB5 EB,Regular,AR ShuLinMingB5,Extra-bold,Version 2.82,ARPH,Regular,5 (Medium),800 (Extra-bold),32,14283,13986
AR ShuLinMingB5 LT (Regular),AR ShuLinMingB5 LT,Regular,AR ShuLinMingB5,Light,Version 2.82,ARPH,Regular,5 (Medium),300 (Light),32,14283,13986
AR ShuLinMingB5 MD (Regular),AR ShuLinMingB5 MD,Regular,AR ShuLinMingB5,Medium,Version 2.82,ARPH,Regular,5 (Medium),500 (Medium),32,14283,13986
AR Silver Casual (Regular),AR Silver Casual,Regular,,,Version 1.10,ARPH,Regular,5 (Medium),400 (Normal),11,218,219
AR Silver Handwriting (Italic),AR Silver Handwriting,Italic,,,Version 1.10,ARPH,Regular,5 (Medium),400 (Normal),10,218,219
AR Silver Sans Monospace (Regular),AR Silver Sans Monospace,Regular,,,Version 1.10,ARPH,Regular,5 (Medium),400 (Normal),10,217,218
AR Silver Sans Proportional (Regular),AR Silver Sans Proportional,Regular,,,Version 1.20,ARPH,Regular,5 (Medium),400 (Normal),8,220,221
AR Silver Serif Monospace (Regular),AR Silver Serif Monospace,Regular,,,Version 1.10,ARPH,Regular,5 (Medium),400 (Normal),10,218,218
AR Silver Serif Proportional (Regular),AR Silver Serif Proportional,Regular,,,Version 1.20,ARPH,Regular,5 (Medium),400 (Normal),14,516,518
AR Silver Small Caps (Regular),AR Silver Small Caps,Regular,,,Version 1.10,ARPH,Regular,5 (Medium),400 (Normal),10,220,222
AR Slab1 Euro Medium (Regular),AR Slab1 Euro Medium,Regular,,,Version 1.00,ARPH,Regular,5 (Medium),400 (Normal),8,269,433
AR StdKaiB5 BD (Regular),AR StdKaiB5 BD,Regular,AR StdKaiB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR StdKaiB5 LT (Regular),AR StdKaiB5 LT,Regular,AR StdKaiB5,Light,Version 1.00,ARPH,Regular,5 (Medium),300 (Light),31,14266,14148
AR StdKaiB5 MD (Regular),AR StdKaiB5 MD,Regular,AR StdKaiB5,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),31,14266,14148
AR StdKaiGDLB5 Md (Regular),AR StdKaiGDLB5 Md,Regular,,,Version 1.20,ARPH,Regular,5 (Medium),100 (Thin),31,14266,14148
AR StdKaiU30 MD (Regular),AR StdKaiU30 MD,Regular,AR StdKaiU30,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),42,30267,29921
AR StdSongB5 BD (Regular),AR StdSongB5 BD,Regular,AR StdSongB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR StdSongB5 EB (Regular),AR StdSongB5 EB,Regular,AR StdSongB5,Extra-bold,Version 1.00,ARPH,Regular,5 (Medium),800 (Extra-bold),31,14266,14148
AR StdSongB5 HV (Regular),AR StdSongB5 HV,Regular,AR StdSongB5,Heavy,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR StdSongB5 LT (Regular),AR StdSongB5 LT,Regular,AR StdSongB5,Light,Version 1.00,ARPH,Regular,5 (Medium),300 (Light),31,14266,14148
AR StdSongB5 MD (Regular),AR StdSongB5 MD,Regular,AR StdSongB5,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),31,14266,14148
AR StdSongU30 MD (Regular),AR StdSongU30 MD,Regular,AR StdSongU30,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),42,30267,29921
AR StoneB5 EB (Regular),AR StoneB5 EB,Regular,AR StoneB5,Extra-bold,Version 1.00,ARPH,Regular,5 (Medium),800 (Extra-bold),31,14266,14148
AR TanHuangB5 BD (Regular),AR TanHuangB5 BD,Regular,AR TanHuangB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR TaurusAB5 UL (Regular),AR TaurusAB5 UL,Regular,AR TaurusAB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR TianNiuB5 BD (Regular),AR TianNiuB5 BD,Regular,AR TianNiuB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR TianNiuB5 HV (Regular),AR TianNiuB5 HV,Regular,AR TianNiuB5,Heavy,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR TianNiuB5 UL (Regular),AR TianNiuB5 UL,Regular,AR TianNiuB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR TianXinB5 UL (Regular),AR TianXinB5 UL,Regular,AR TianXinB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR UDJingXiHeiAktivBHK DB (Regular),AR UDJingXiHeiAktivBHK DB,Regular,AR UDJingXiHeiAktivBHK,Demi-bold,Version 1.100,ARPH,Regular,5 (Medium),600 (Semi-bold),45,21164,19231
AR UDJingXiHeiAktivBHK EB (Regular),AR UDJingXiHeiAktivBHK EB,Regular,AR UDJingXiHeiAktivBHK,Extra-bold,Version 1.100,ARPH,Regular,5 (Medium),800 (Extra-bold),45,21164,19231
AR UDJingXiHeiAktivBHK HV (Regular),AR UDJingXiHeiAktivBHK HV,Regular,AR UDJingXiHeiAktivBHK,Heavy,Version 1.100,ARPH,Regular,5 (Medium),900 (Black),45,21164,19231
AR UDJingXiHeiAktivBHK LT (Regular),AR UDJingXiHeiAktivBHK LT,Regular,AR UDJingXiHeiAktivBHK,Light,Version 1.100,ARPH,Regular,5 (Medium),300 (Light),45,21164,19231
AR UDJingXiHeiAktivJP DB (Regular),AR UDJingXiHeiAktivJP DB,Regular,AR UDJingXiHeiAktivJP,Demi-bold,Version 1.000,ARPH,Regular,5 (Medium),600 (Semi-bold),37,8269,8379
AR UDJingXiHeiAktivJP EB (Regular),AR UDJingXiHeiAktivJP EB,Regular,AR UDJingXiHeiAktivJP,Extra-bold,Version 1.000,ARPH,Regular,5 (Medium),800 (Extra-bold),37,8269,8379
AR UDJingXiHeiAktivJP HV (Regular),AR UDJingXiHeiAktivJP HV,Regular,AR UDJingXiHeiAktivJP,Heavy,Version 1.000,ARPH,Regular,5 (Medium),900 (Black),37,8269,8379
AR UDJingXiHeiAktivJP LT (Regular),AR UDJingXiHeiAktivJP LT,Regular,AR UDJingXiHeiAktivJP,Light,Version 1.000,ARPH,Regular,5 (Medium),300 (Light),37,8269,8379
AR UDShuYuanHeiB5 BD (Regular),AR UDShuYuanHeiB5 BD,Regular,AR UDShuYuanHeiB5,Bold,Version 1.10,ARPH,Regular,5 (Medium),700 (Bold),32,14282,13989
AR UDShuYuanHeiB5 MD (Regular),AR UDShuYuanHeiB5 MD,Regular,AR UDShuYuanHeiB5,Medium,Version 1.10,ARPH,Regular,5 (Medium),500 (Medium),32,14282,13989
AR Verdure Sans (Regular),AR Verdure Sans,Regular,,,Version 1.00,ARPH,Regular,5 (Medium),400 (Normal),23,1532,1573
AR Verdure Sans Demibold (Regular),AR Verdure Sans Demibold,Regular,,,Version 1.00,ARPH,Regular,5 (Medium),600 (Semi-bold),10,220,222
AR Verdure Sans Vi (Regular),AR Verdure Sans Vi,Regular,,,Version 1.00,ARPH,Regular,5 (Medium),400 (Normal),10,476,478
AR WangWangGouB5 UL (Regular),AR WangWangGouB5 UL,Regular,AR WangWangGouB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR WeiBeiB5 BD (Regular),AR WeiBeiB5 BD,Regular,AR WeiBeiB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR WeiBeiB5S BD (Regular),AR WeiBeiB5S BD,Regular,AR WeiBeiB5S,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14152
AR XiangChangB5 BD (Regular),AR XiangChangB5 BD,Regular,AR XiangChangB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR XiaoSaB5 MD (Regular),AR XiaoSaB5 MD,Regular,AR XiaoSaB5,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),31,14266,14148
AR XiaoXiaoHuB5 UL (Regular),AR XiaoXiaoHuB5 UL,Regular,AR XiaoXiaoHuB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR XinChaoPOPB5 HV (Regular),AR XinChaoPOPB5 HV,Regular,AR XinChaoPOPB5,Heavy,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR XingKaiB5 BD (Regular),AR XingKaiB5 BD,Regular,AR XingKaiB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR XingKaiB5 LT (Regular),AR XingKaiB5 LT,Regular,AR XingKaiB5,Light,Version 1.00,ARPH,Regular,5 (Medium),300 (Light),31,14266,14148
AR XingKaiB5S BD (Regular),AR XingKaiB5S BD,Regular,AR XingKaiB5S,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14152
AR XingKaiBeiB5 BD (Regular),AR XingKaiBeiB5 BD,Regular,AR XingKaiBeiB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR XingShuB5 MD (Regular),AR XingShuB5 MD,Regular,AR XingShuB5,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),31,14266,14148
AR XingShuB5S MD (Regular),AR XingShuB5S MD,Regular,AR XingShuB5S,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),31,14266,14152
AR XinYiB5 UL (Regular),AR XinYiB5 UL,Regular,AR XinYiB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR XuKanTingLiuB5 HV (Regular),AR XuKanTingLiuB5 HV,Regular,AR XuKanTingLiuB5,Heavy,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR YanKaiB5 HV (Regular),AR YanKaiB5 HV,Regular,AR YanKaiB5,Heavy,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR YanKaiB5 UL (Regular),AR YanKaiB5 UL,Regular,AR YanKaiB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR YanKaiGungB5 UL (Regular),AR YanKaiGungB5 UL,Regular,AR YanKaiGungB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR YanShuiB5 EB (Regular),AR YanShuiB5 EB,Regular,AR YanShuiB5,Extra-bold,Version 1.00,ARPH,Regular,5 (Medium),800 (Extra-bold),31,14266,14148
AR YuanB5 BD (Regular),AR YuanB5 BD,Regular,AR YuanB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR YuanB5 EB (Regular),AR YuanB5 EB,Regular,AR YuanB5,Extra-bold,Version 1.10,ARPH,Regular,5 (Medium),800 (Extra-bold),31,14266,14148
AR YuanB5 HV (Regular),AR YuanB5 HV,Regular,AR YuanB5,Heavy,Version 1.10,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR YuanB5 LT (Regular),AR YuanB5 LT,Regular,AR YuanB5,Light,Version 1.00,ARPH,Regular,5 (Medium),300 (Light),31,14266,14148
AR YuanB5 MD (Regular),AR YuanB5 MD,Regular,AR YuanB5,Medium,Version 1.10,ARPH,Regular,5 (Medium),500 (Medium),31,14266,13992
AR YuanB5 UL (Regular),AR YuanB5 UL,Regular,AR YuanB5,Black,Version 1.10,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR YuanB5HK MD (Regular),AR YuanB5HK MD,Regular,AR YuanB5HK,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),42,20645,18638
AR YuanB5S BD (Regular),AR YuanB5S BD,Regular,AR YuanB5S,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14152
AR YuanB5S HV (Regular),AR YuanB5S HV,Regular,AR YuanB5S,Heavy,Version 1.10,ARPH,Regular,5 (Medium),900 (Black),31,14266,14152
AR YuanLiB5 BD (Regular),AR YuanLiB5 BD,Regular,AR YuanLiB5,Bold,Version 1.00,ARPH,Regular,5 (Medium),700 (Bold),31,14266,14148
AR YuanQiZhuB5 UL (Regular),AR YuanQiZhuB5 UL,Regular,AR YuanQiZhuB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR YuShuShuB5 UL (Regular),AR YuShuShuB5 UL,Regular,AR YuShuShuB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR ZanMeiB5 UL (Regular),AR ZanMeiB5 UL,Regular,AR ZanMeiB5,Black,Version 1.00,ARPH,Regular,5 (Medium),900 (Black),31,14266,14148
AR ZhuZiB5 MD (Regular),AR ZhuZiB5 MD,Regular,AR ZhuZiB5,Medium,Version 1.00,ARPH,Regular,5 (Medium),500 (Medium),31,14266,14148
ARUDJXHM-40-T (Regular),ARUDJXHM-40-T,Regular,,,Version 0.60,ARPH,Regular,5 (Medium),500 (Medium),31,14352,14055
Blenny Black (Regular),Blenny Black,Regular,Blenny,Black,Version 1.000,DAMA,Regular,5 (Medium),900 (Black),17,523,661
Bligh (Bold),Bligh,Bold,Bligh,Bold,Version 1.001,DAMA,Bold,5 (Medium),700 (Bold),18,433,508
Bligh (Regular),Bligh,Regular,Bligh,Regular,Version 1.001,DAMA,Regular,5 (Medium),400 (Normal),18,433,508
Bligh Light (Regular),Bligh Light,Regular,Bligh,Light,Version 1.001,DAMA,Regular,5 (Medium),300 (Light),18,433,508
Bressay (Bold Italic),Bressay,Bold Italic,Bressay,Bold Italic,Version 1.000,DAMA,Italic/Bold,5 (Medium),700 (Bold),20,492,750
Bressay (Bold),Bressay,Bold,Bressay,Bold,Version 1.000,DAMA,Bold,5 (Medium),700 (Bold),20,492,750
Bressay (Italic),Bressay,Italic,Bressay,Italic,Version 1.000,DAMA,Italic,5 (Medium),400 (Normal),20,492,750
Bressay (Regular),Bressay,Regular,Bressay,Regular,Version 1.000,DAMA,Regular,5 (Medium),400 (Normal),20,492,750
Bressay Display (Italic),Bressay Display,Italic,Bressay Display,Italic,Version 1.000,DAMA,Italic,5 (Medium),400 (Normal),20,492,750
Bressay Display (Regular),Bressay Display,Regular,Bressay Display,Regular,Version 1.000,DAMA,Regular,5 (Medium),400 (Normal),20,492,750
Co Headline (Bold),Co Headline,Bold,,,Version 2.001,DAMA,Bold,5 (Medium),700 (Bold),21,1045,1172
Co Headline (Regular),Co Headline,Regular,,,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),21,1045,1172
Co Headline Light (Regular),Co Headline Light,Regular,Co Headline,Light,Version 2.001,DAMA,Regular,5 (Medium),300 (Light),21,1045,1172
Co Text (Bold),Co Text,Bold,,,Version 2.001,DAMA,Bold,5 (Medium),700 (Bold),21,1045,1172
Co Text (Regular),Co Text,Regular,,,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),21,1045,1172
Co Text Light (Regular),Co Text Light,Regular,Co Text,Light,Version 2.001,DAMA,Regular,5 (Medium),300 (Light),21,1045,1172
Cordale (Bold Italic),Cordale,Bold Italic,,,Version 2.002,DAMA,Italic/Bold,5 (Medium),700 (Bold),17,752,792
Cordale (Bold),Cordale,Bold,,,Version 2.002,DAMA,Bold,5 (Medium),700 (Bold),21,1048,1170
Cordale (Italic),Cordale,Italic,,,Version 2.002,DAMA,Italic,5 (Medium),400 (Normal),17,752,792
Cordale (Regular),Cordale,Regular,,,Version 2.002,DAMA,Regular,5 (Medium),400 (Normal),21,1048,1170
Dedica (Bold),Dedica,Bold,Dedica,Bold,Version 2.002,DAMA,Bold,5 (Medium),700 (Bold),16,465,482
Dedica (Italic),Dedica,Italic,Dedica,Italic,Version 2.002,DAMA,Italic,5 (Medium),400 (Normal),16,465,482
Dedica (Regular),Dedica,Regular,Dedica,Regular,Version 2.002,DAMA,Regular,5 (Medium),400 (Normal),16,465,482
Effra (Bold Italic),Effra,Bold Italic,Effra,Bold Italic,Version 1.200,DAMA,Italic/Bold,5 (Medium),700 (Bold),19,743,826
Effra (Bold),Effra,Bold,,Bold,Version 2.000,DAMA,Bold,5 (Medium),700 (Bold),22,1039,1225
Effra (Italic),Effra,Italic,Effra,Italic,Version 1.200,DAMA,Italic,5 (Medium),400 (Normal),19,743,826
Effra (Regular),Effra,Regular,,Regular,Version 2.000,DAMA,Regular,5 (Medium),400 (Normal),22,1039,1225
Effra Heavy (Italic),Effra Heavy,Italic,Effra,Heavy Italic,Version 1.200,DAMA,Italic,5 (Medium),900 (Black),19,743,826
Effra Heavy (Regular),Effra Heavy,Regular,Effra,Heavy,Version 2.000,DAMA,Regular,5 (Medium),900 (Black),22,1039,1225
Effra Light (Italic),Effra Light,Italic,Effra,Light Italic,Version 1.200,DAMA,Italic,5 (Medium),300 (Light),19,743,826
Effra Light (Regular),Effra Light,Regular,Effra,Light,Version 2.000,DAMA,Regular,5 (Medium),300 (Light),22,1039,1225
Effra Medium (Italic),Effra Medium,Italic,Effra,Medium Italic,Version 1.200,DAMA,Italic,5 (Medium),500 (Medium),19,743,826
Effra Medium (Regular),Effra Medium,Regular,Effra,Medium,Version 2.000,DAMA,Regular,5 (Medium),500 (Medium),22,1039,1225
Elevon FourG (Regular),Elevon FourG,Regular,Elevon,FourG,Version 1.301,DAMA,Regular,5 (Medium),800 (Extra-bold),17,752,778
Elevon OneG (Regular),Elevon OneG,Regular,Elevon,OneG,Version 1.301,DAMA,Regular,5 (Medium),300 (Light),17,752,778
Elevon ThreeG (Bold),Elevon ThreeG,Bold,Elevon,ThreeG,Version 1.301,DAMA,Bold,5 (Medium),700 (Bold),17,752,778
Elevon TwoG (Regular),Elevon TwoG,Regular,Elevon,TwoG,Version 1.301,DAMA,Regular,5 (Medium),400 (Normal),17,752,778
Elevon ZeroG (Regular),Elevon ZeroG,Regular,Elevon,ZeroG,Version 1.301,DAMA,Regular,5 (Medium),200 (Extra-light),17,752,778
Foco (Bold Italic),Foco,Bold Italic,Foco,Bold Italic,Version 1.101,DAMA,Italic/Bold,5 (Medium),700 (Bold),19,754,848
Foco (Bold),Foco,Bold,Foco,Bold,Version 1.101,DAMA,Bold,5 (Medium),700 (Bold),19,754,841
Foco (Italic),Foco,Italic,Foco,Italic,Version 1.101,DAMA,Italic,5 (Medium),400 (Normal),19,754,848
Foco (Regular),Foco,Regular,Foco,Regular,Version 1.101,DAMA,Regular,5 (Medium),400 (Normal),19,754,841
Foco Black (Italic),Foco Black,Italic,Foco,Black Italic,Version 1.101,DAMA,Italic,5 (Medium),900 (Black),19,754,848
Foco Black (Regular),Foco Black,Regular,Foco,Black,Version 1.101,DAMA,Regular,5 (Medium),900 (Black),19,754,841
Foco Light (Italic),Foco Light,Italic,Foco,Light Italic,Version 1.101,DAMA,Italic,5 (Medium),300 (Light),19,754,848
Foco Light (Regular),Foco Light,Regular,Foco,Light,Version 1.101,DAMA,Regular,5 (Medium),300 (Light),19,754,841
Grueber (Bold),Grueber,Bold,Grueber,Bold,Version 1.001,DAMA,Bold,5 (Medium),700 (Bold),16,468,482
Grueber (Regular),Grueber,Regular,Grueber,Regular,Version 1.001,DAMA,Regular,5 (Medium),400 (Normal),16,468,482
GungSeo Medium (Regular),GungSeo Medium,Regular,GungSeo,Medium,Version 1.30,ARPH,Regular,5 (Medium),500 (Medium),29,8324,8326
InterFace (Bold Italic),InterFace,Bold Italic,InterFace,Bold Italic,Version 2.001,DAMA,Italic/Bold,5 (Medium),700 (Bold),17,822,828
InterFace (Bold),InterFace,Bold,InterFace,Bold,Version 2.001,DAMA,Bold,5 (Medium),700 (Bold),17,822,829
InterFace (Italic),InterFace,Italic,InterFace,Italic,Version 2.001,DAMA,Italic,5 (Medium),400 (Normal),17,822,828
InterFace (Regular),InterFace,Regular,InterFace,Regular,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),17,822,828
InterFace Black (Italic),InterFace Black,Italic,InterFace,Black Italic,Version 2.001,DAMA,Italic,5 (Medium),400 (Normal),17,822,828
InterFace Black (Regular),InterFace Black,Regular,InterFace,Black,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),17,822,828
InterFace Light (Italic),InterFace Light,Italic,InterFace,Light Italic,Version 2.001,DAMA,Italic,5 (Medium),400 (Normal),17,822,828
InterFace Light (Regular),InterFace Light,Regular,InterFace,Light,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),17,822,828
InterFace Thin (Italic),InterFace Thin,Italic,InterFace,Thin Italic,Version 2.001,DAMA,Italic,5 (Medium),400 (Normal),17,822,828
InterFace Thin (Regular),InterFace Thin,Regular,InterFace,Thin,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),17,822,828
InterFace XBold (Italic),InterFace XBold,Italic,InterFace,XBold Italic,Version 2.001,DAMA,Italic,5 (Medium),400 (Normal),17,822,828
InterFace XBold (Regular),InterFace XBold,Regular,InterFace,XBold,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),17,822,828
Kings Caslon (Bold Italic),Kings Caslon,Bold Italic,Kings Caslon,Bold Italic,Version 2.001,DAMA,Italic/Bold,5 (Medium),700 (Bold),16,659,691
Kings Caslon (Bold),Kings Caslon,Bold,Kings Caslon,Bold,Version 2.001,DAMA,Bold,5 (Medium),700 (Bold),16,659,691
Kings Caslon (Italic),Kings Caslon,Italic,Kings Caslon,Italic,Version 2.001,DAMA,Italic,5 (Medium),400 (Normal),16,659,691
Kings Caslon (Regular),Kings Caslon,Regular,Kings Caslon,Regular,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),16,659,691
Kings Caslon Display (Italic),Kings Caslon Display,Italic,Kings Caslon Display,Italic,Version 2.001,DAMA,Italic,5 (Medium),400 (Normal),16,659,691
Kings Caslon Display (Regular),Kings Caslon Display,Regular,Kings Caslon Display,Regular,Version 2.001,DAMA,Regular,5 (Medium),400 (Normal),16,659,691
Lexia (Bold Italic),Lexia,Bold Italic,Lexia,Bold Italic,Version 2.200,DAMA,Italic/Bold,5 (Medium),600 (Semi-bold),16,458,468
Lexia (Bold),Lexia,Bold,Lexia,Bold,Version 2.200,DAMA,Bold,5 (Medium),600 (Semi-bold),16,458,468
Lexia (Italic),Lexia,Italic,Lexia,Italic,Version 2.200,DAMA,Italic,5 (Medium),400 (Normal),16,458,468
Lexia (Regular),Lexia,Regular,Lexia,Regular,Version 2.200,DAMA,Regular,5 (Medium),400 (Normal),16,458,468
Lexia Advertising (Italic),Lexia Advertising,Italic,Lexia,Advertising Italic,Version 2.200,DAMA,Italic,5 (Medium),900 (Black),16,641,744
Lexia Advertising (Regular),Lexia Advertising,Regular,Lexia,Advertising,Version 2.200,DAMA,Regular,5 (Medium),900 (Black),16,641,744
Lexia Black (Italic),Lexia Black,Italic,Lexia,Black Italic,Version 2.200,DAMA,Italic,5 (Medium),800 (Extra-bold),16,458,468
Lexia Black (Regular),Lexia Black,Regular,Lexia,Black,Version 2.200,DAMA,Regular,5 (Medium),800 (Extra-bold),16,458,468
Lexia Light (Italic),Lexia Light,Italic,Lexia,Light Italic,Version 2.200,DAMA,Italic,5 (Medium),300 (Light),16,458,468
Lexia Light (Regular),Lexia Light,Regular,Lexia,Light,Version 2.200,DAMA,Regular,5 (Medium),300 (Light),16,458,468
Lexia Thin (Italic),Lexia Thin,Italic,Lexia,Thin Italic,Version 2.200,DAMA,Italic,5 (Medium),250,16,458,468
Lexia Thin (Regular),Lexia Thin,Regular,Lexia,Thin,Version 2.200,DAMA,Regular,5 (Medium),250,16,458,468
Lexia XBold (Italic),Lexia XBold,Italic,Lexia,XBold Italic,Version 2.200,DAMA,Italic,5 (Medium),700 (Bold),16,458,468
Lexia XBold (Regular),Lexia XBold,Regular,Lexia,XBold,Version 2.200,DAMA,Regular,5 (Medium),700 (Bold),16,458,468
Magpie (Bold Italic),Magpie,Bold Italic,Magpie,Bold Italic,Version 1.102,DAMA,Italic/Bold,5 (Medium),700 (Bold),18,699,736
Magpie (Bold),Magpie,Bold,Magpie,Bold,Version 1.102,DAMA,Bold,5 (Medium),700 (Bold),18,705,732
Magpie (Italic),Magpie,Italic,Magpie,Italic,Version 1.102,DAMA,Italic,5 (Medium),400 (Normal),18,705,739
Magpie (Regular),Magpie,Regular,Magpie,Regular,Version 1.102,DAMA,Regular,5 (Medium),400 (Normal),18,705,732
Objektiv Mk1 (Bold Italic),Objektiv Mk1,Bold Italic,Objektiv Mk1,Bold Italic,Version 1.001,DAMA,Italic/Bold,5 (Medium),700 (Bold),18,434,537
